"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","0","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","0.01","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","0.02","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","0.03","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","0.04","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","0.05","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","1","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","1.01","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","1.02","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","1.03","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","1.04","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.1","1.05","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.2","0","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.2","0.01","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.2","0.02","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.2","0.03","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.2","0.04","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.2","0.05","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.2","1","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.2","1.01","0","0","0",
"1","-0.343561","-0.353229","0.300545","0","0","0","-0.4","0.3","0.2","1.02","0","0","0",
