"0","0","0","1.47343","0","0.00403225","0.0301317","0",
"0","0.1","0","2.13946","0","0.00830294","0.0301317","0",
"0","0.2","0","2.96772","0","0.00408532","0.0368807","0",
"0","0.3","0","-2.19969","0","0.00845882","0.0368807","0",
"0","0.4","0","2.64509","0","0.00818074","0.0368807","0",
"0","0","0","1.11435","1","0.00317413","0.0105223","2.68515",
"0","0.1","0","2.76991","1","0.00317413","0.0105223","4.3407",
"0","0.2","0","2.39226","1","0.00317413","0.0105223","3.96305",
"0","0.3","0","0.219144","1","0.00336379","0.0105223","1.78994",
"0","0.4","0","-0.160424","1","0.0039836","0.00419011","1.41037",
"0","0","1","0.761793","0","0.0100646","0.0368807","0",
"0","0.1","1","2.03644","0","0.00895233","0.0368807","0",
"0","0.2","1","-1.83296","0","0.00810475","0.0301317","0",
"0","0.3","1","-2.82618","0","0.00604312","0.0368807","0",
"0","0.4","1","-2.39077","0","0.00666717","0.0368807","0",
"0","0","1","-1.07523","1","0.00474079","0.0105223","0.495567",
"0","0.1","1","-1.64093","1","0.00474079","0.0105223","0.0701356",
"0","0.2","1","2.1603","1","0.00552586","0.0105223","2.9457",
"0","0.3","1","-0.369674","1","0.00486981","0.0105223","0.415725",
"0","0.4","1","1.72315","1","0.00552586","0.0105223","3.29394",
"0","0","2","-0.139568","0","0.00528456","0.0368807","0",
"0","0.1","2","3.00455","0","0.00354329","0.0105223","0",
"0","0.2","2","-1.66026","0","0.00563692","0.0105223","0",
"0","0.3","2","-0.697127","0","0.0154349","0.0105223","0",
"0","0.4","2","-1.02172","0","0.0158706","0.0105223","0",
"0","0","2","2.38441","1","0.0088473","0.0105223","2.84806",
"0","0.1","2","3.00314","1","0.0101562","0.00419011","3.78854",
"0","0.2","2","1.12464","1","0.0088473","0.0105223","1.91004",
"0","0.3","2","-2.05487","1","0.00915721","0.0105223","1.26947",
"0","0.4","2","-2.19488","1","0.00915721","0.0105223","1.40948",
"0","0","3","-0.964365","0","0.013802","0.0105223","0",
"0","0.1","3","-0.525706","0","0.0108892","0.0105223","0",
"0","0.2","3","1.64989","0","0.00228098","0.0301317","0",
"0","0.3","3","-1.27329","0","0.0146518","0.0105223","0",
"0","0","0","-3.01067","0","0.443316","0.0105223","0",
"0","0.1","0","3.04968","0","0.443316","0.0105223","0",
"0","0.2","0","1.55372","0","0.443316","0.0105223","0",
"0","0.3","0","1.26055","0","0.443316","0.0105223","0",
"0","0.4","0","-2.87805","0","0.443316","0.0105223","0",
"0","0","0","2.30384","0","0.00834078","0.0368807","0",
"0","0.1","0","1.82531","0","0.00765068","0.0301317","0",
"0","0.2","0","-0.243355","0","0.00818074","0.0368807","0",
"0","0.3","0","-1.57256","0","0.00161291","0.0301317","0",
"0","0.4","0","-1.33876","0","0.00614174","0.0301317","0",
"0","0","0","-2.57955","1","0.00395663","0.0105223","0.223353",
"0","0.1","0","1.92499","1","0.00317413","0.0105223","3.49578",
"0","0.2","0","1.01241","1","0.00317413","0.0105223","2.58321",
"0","0.3","0","-0.483024","1","0.00317413","0.0105223","1.08777",
"0","0.4","0","2.21362","1","0.00317413","0.0105223","3.78442",
"0","0","1","0.130341","0","0.00636279","0.0368807","0",
"0","0.1","1","2.91608","0","0.00822104","0.0368807","0",
"0","0.2","1","-1.9975","0","0.00822424","0.0301317","0",
"0","0.3","1","0.947291","0","0.00948993","0.0368807","0",
"0","0","0","1.58247","0","0.399194","0.0301317","0",
"0","0.1","0","0.184519","0","0.399194","0.0301317","0",
"0","0.2","0","0.108021","0","0.399194","0.0301317","0",
"0","0.3","0","-2.72568","0","0.399194","0.0301317","0",
"0","0","0","-0.693603","0","0.00695514","0.0437404","0",
"0","0.1","0","-1.2475","0","0.00742243","0.0437404","0",
"0","0.2","0","-1.25194","0","0.00709928","0.0368807","0",
"0","0.3","0","-0.171411","0","0.00409836","0.0437404","0",
"0","0.4","0","-2.37236","0","0.00705111","0.0437404","0",
"0","0","0","1.79377","1","0.00264104","0.0105223","3.36456",
"0","0.1","0","2.61906","1","0.00349386","0.00419011","4.18985",
"0","0","0","2.85585","0","0.00861367","0.0368807","0",
"0","0.1","0","-1.44712","0","0.00366567","0.0437404","0",
"0","0.2","0","-1.90349","0","0.00785125","0.0507135","0",
