"0","0","0","0","0.00194804","0.0368355",
"0","0","0","1","0.00260955","0.00299152",
"0","1","-0","0","0.00324675","0.0368355",
"0","1","-0","1","0.0051027","0.00299152",
"0","2","-0","0","0.00286673","0.0196966",
"0","2","-0","1","0.00740801","0.00299152",
"0","3","0","0","0.00462249","0.0196966",
"0","3","0","1","0.00860851","0.00299152",
"0","4","-0","0","0.00287355","0.0331763",
"0","4","-0","1","0.00231636","0.00658797",
"0","5","0","0","0.00367995","0.0331763",
"0","5","0","1","0.00452936","0.00658797",
"0","6","-0","0","0.00553305","0.00658797",
"0","6","-0","1","0.00764125","0.00658797",
"0","7","-0","0","0.00482117","0.019731",
"0","7","-0","1","0.00857545","0.00658797",
"1","0","-0","0","0.00128204","0.0196966",
"1","0","-0","1","0.00128204","0.0196966",
"1","1","-0","0","0.00286675","0.0196966",
"1","1","-0","1","0.00286675","0.0196966",
"1","2","-0","0","0.00256407","0.0196966",
"1","2","-0","1","0.00256407","0.0196966",
"1","3","-0","0","0.00362617","0.0196966",
"1","3","-0","1","0.00362617","0.0196966",
"1","4","0","0","0.00113635","0.019731",
"1","4","0","1","0.00113635","0.019731",
"1","5","-0","0","0.00254098","0.019731",
"1","5","-0","1","0.00254098","0.019731",
"1","6","-0","0","0.00340907","0.019731",
"1","6","-0","1","0.00340907","0.019731",
"1","7","0","0","0.0040972","0.019731",
"1","7","0","1","0.0040972","0.019731",
"2","0","0","0","0.00128204","0.0196966",
"2","0","0","1","0.00194804","0.0368355",
"2","1","0","0","0.00384985","0.00299152",
"2","1","0","1","0.0040542","0.0196966",
"2","2","-0","0","0.00256407","0.0196966",
"2","2","-0","1","0.000649333","0.0368355",
"2","3","-0","0","0.00362617","0.0196966",
"2","3","-0","1","0.00462249","0.0196966",
"2","4","-0","0","0.00125621","0.00658797",
"2","4","-0","1","0.00172413","0.0331763",
"2","5","0","0","0.00341729","0.00658797",
"2","5","0","1","0.00287356","0.0331763",
"2","6","0","0","0.0051795","0.00658797",
"2","6","0","1","0.00172411","0.0331763",
"2","7","-0","0","0.00607676","0.00658797",
"2","7","-0","1","0.00287355","0.0331763",
