"0","0","0","0","0.00238096","0.016955",
"0","0","0","1","0.0023948","0.0105223",
"0","1","-0","0","0.00555556","0.016955",
"0","1","-0","1","0.00629864","0.00419011",
"0","2","0","0","0.00396823","0.016955",
"0","2","0","1","0.0211458","0.14437",
"0","3","0","0","0.0063986","0.016955",
"0","3","0","1","0.0189633","0.14437",
"0","4","-0","0","0.304138","0.65",
"0","4","-0","1","0.0189447","0.147956",
"0","5","-0","0","0.00554806","0.0184178",
"0","5","-0","1","0.0163573","0.147956",
"0","6","-0","0","0.00507157","0.0184178",
"0","6","-0","1","0.0262109","0.147956",
"0","7","-0","0","0.0064935","0.0184178",
"0","7","-0","1","0.0244063","0.147956",
"1","0","-0","0","0.000880343","0.0105223",
"1","0","-0","1","0.000880343","0.0105223",
"1","1","-0","0","0.00395664","0.0105223",
"1","1","-0","1","0.00395664","0.0105223",
"1","2","0","0","0.014479","0.0950986",
"1","2","0","1","0.014479","0.0950986",
"1","3","0","0","0.0124579","0.0950986",
"1","3","0","1","0.0124579","0.0950986",
"1","4","0","0","0.0114262","0.0905492",
"1","4","0","1","0.0114262","0.0905492",
"1","5","0","0","0.0089928","0.0905492",
"1","5","0","1","0.0089928","0.0905492",
"1","6","-0","0","0.0155677","0.0905492",
"1","6","-0","1","0.0155677","0.0905492",
"1","7","0","0","0.0138804","0.0905492",
"1","7","0","1","0.0138804","0.0905492",
"2","0","0","0","0.000880343","0.0105223",
"2","0","0","1","0.00353553","0.0578028",
"2","1","-0","0","0.00395664","0.0105223",
"2","1","-0","1","0.00263522","0.0578028",
"2","2","-0","0","0.0128156","0.0873822",
"2","2","-0","1","0.00641362","0.0650112",
"2","3","0","0","0.0124579","0.0950986",
"2","3","0","1","0.00424921","0.0578028",
"2","4","0","0","0.0114262","0.0905492",
"2","4","0","1","0.00463918","0.0599058",
"2","5","-0","0","0.0089928","0.0905492",
"2","5","-0","1","0.00317914","0.0599058",
"2","6","-0","0","0.0155677","0.0905492",
"2","6","-0","1","0.00751159","0.0648357",
"2","7","-0","0","0.0138804","0.0905492",
"2","7","-0","1","0.00640248","0.0648357",
