"0","0","0","0","0.00368781","0.0234907",
"0","0","0","1","0.0107339","0.0486399",
"0","1","-0","0","0.00532397","0.016955",
"0","1","-0","1","0.012132","0.0486399",
"0","2","0","0","0.00508182","0.016955",
"0","2","0","1","0.0088473","0.0105223",
"0","3","-0","0","0.00619859","0.016955",
"0","3","-0","1","0.00952233","0.0105223",
"0","4","-0","0","0.00435598","0.0184178",
"0","4","-0","1","0.0135926","0.0480331",
"0","5","0","0","0.00494531","0.0184178",
"0","5","0","1","0.0147044","0.0480331",
"0","6","-0","0","0.00598671","0.0184178",
"0","6","-0","1","0.0251221","0.147956",
"0","7","-0","0","0.00642823","0.0184178",
"0","7","-0","1","0.0241961","0.147956",
"1","0","0","0","0.00162327","0.0105223",
"1","0","0","1","0.00162327","0.0105223",
"1","1","0","0","0.00317412","0.0105223",
"1","1","0","1","0.00317412","0.0105223",
"1","2","0","0","0.00535489","0.0105223",
"1","2","0","1","0.00535489","0.0105223",
"1","3","0","0","0.00600956","0.0105223",
"1","3","0","1","0.00600956","0.0105223",
"1","4","-0","0","0.00256409","0.00984828",
"1","4","-0","1","0.00256409","0.00984828",
"1","5","0","0","0.00384616","0.00984828",
"1","5","0","1","0.00384616","0.00984828",
"1","6","0","0","0.00915124","0.0698345",
"1","6","0","1","0.00915124","0.0698345",
"1","7","0","0","0.00825207","0.0698345",
"1","7","0","1","0.00825207","0.0698345",
"2","0","-0","0","0.00162327","0.0105223",
"2","0","-0","1","0.00218908","0.0368807",
"2","1","-0","0","0.00317412","0.0105223",
"2","1","-0","1","0.00317489","0.0368807",
"2","2","-0","0","0.00535489","0.0105223",
"2","2","-0","1","0.0036878","0.0234907",
"2","3","-0","0","0.00600956","0.0105223",
"2","3","-0","1","0.00488261","0.0234907",
"2","4","0","0","0.00256409","0.00984828",
"2","4","0","1","0.00234898","0.0408479",
"2","5","0","0","0.00384616","0.00984828",
"2","5","0","1","0.00282842","0.0362422",
"2","6","0","0","0.0145539","0.0905492",
"2","6","0","1","0.00785743","0.0698345",
"2","7","-0","0","0.0136738","0.0905492",
"2","7","-0","1","0.00983365","0.0800449",
