"0","0","0","0","0","0.304138","0.8",
"0","0","0","0","0","0.304138","0.8",
"0","0","0","0","0","0.00374777","0.0368807",
"0","0","0","0","0","0.00374777","0.0368807",
"0","0","0","0","0","0.00374777","0.0368807",
"0","0","0","-0","0","0.00374777","0.0368807",
"0","0","0","-0","0","0.304138","0.8",
"0","0","0","0","0","0.304138","0.8",
"0","0","0","0","0","0.304138","0.8",
"0","0","0","-0","0","0.304138","0.8",
"0","0","0","0","0","0.00374777","0.0368807",
"0","0","0","0","0","0.304138","0.8",
"0","0","0","-0","0","0.304138","0.8",
"0","0","0","-0","0","0.304138","0.8",
"0","0","0","-0","0","0.00374777","0.0368807",
"0","0","0","-0","0","0.00374777","0.0368807",
"0","0","0","0","0","0.00374777","0.0368807",
"0","0","0","-0","0","0.00374777","0.0368807",
"0","0","0","0","0","0.00374777","0.0368807",
"0","0","0","-0","0","0.00374777","0.0368807",
"0","0","0","0","0","0.00374777","0.0368807",
"0","0","0","-0","0","0.00374777","0.0368807",
"0","0","0","0","0","0.304138","0.8",
"0","0","0","-0","0","0.304138","0.8",
"0","0","0","-0","0","0.304138","0.8",
"0","0","0","-0","0","0.304138","0.8",
"0","0","0","0","0","0.304138","0.8",
"0","0","0","0","0","0.304138","0.8",
"0","0","0","-0","0","0.304138","0.8",
"0","0","0","0","0","0.304138","0.8",
"0","0","0","0","0","0.304138","0.8",
"0","0","0","-0","0","0.304138","0.8",
"0","0","0","-0","0","0.00374777","0.0368807",
"0","0","0","0","0","0.00374777","0.0368807",
"0","0","0","-0","0","0.0600035","0.0301317",
"0","0","0","0","0","0.00374777","0.0368807",
"0","0","0","-0","0","0.004758","0.0368807",
"0","0","0","0","0","0.00374777","0.0368807",
"0","0.1","0","0","0","0.00374777","0.0368807",
"0","0.2","0","0","0","0.00374777","0.0368807",
"0","0.3","0","0","0","0.00374777","0.0368807",
"0","0.4","0","0","0","0.00374777","0.0368807",
"0","0","0","0","1","0.00698452","0.0201793",
"0","0.1","0","0","1","0.00698452","0.0201793",
"0","0.2","0","0","1","0.00698452","0.0201793",
"0","0.3","0","0","1","0.00698452","0.0201793",
"0","0.4","0","0","1","0.00698452","0.0201793",
"0","0","1","0","0","0.00439701","0.0368807",
"0","0.1","1","0","0","0.00439701","0.0368807",
"0","0.2","1","0","0","0.00439701","0.0368807",
"0","0.3","1","0","0","0.00439701","0.0368807",
"0","0.4","1","0","0","0.00439701","0.0368807",
"0","0","1","0","1","0.00771899","0.0142265",
"0","0.1","1","0","1","0.00771899","0.0142265",
"0","0.2","1","0","1","0.00771899","0.0142265",
"0","0.3","1","0","1","0.00771899","0.0142265",
"0","0.4","1","0","1","0.00771899","0.0142265",
"0","0","2","-0","0","0.00228097","0.0301317",
"0","0.1","2","-0","0","0.00228097","0.0301317",
"0","0.2","2","-0","0","0.00228097","0.0301317",
"0","0.3","2","-0","0","0.00228097","0.0301317",
"0","0.4","2","-0","0","0.00228097","0.0301317",
"0","0","2","-0","1","0.0152459","0.0201793",
"0","0.1","2","-0","1","0.0152459","0.0201793",
"0","0.2","2","-0","1","0.0152459","0.0201793",
"0","0.3","2","-0","1","0.0152459","0.0201793",
"0","0.4","2","-0","1","0.0152459","0.0201793",
"0","0","3","0","0","0.00247267","0.0368807",
"0","0.1","3","0","0","0.00247267","0.0368807",
"0","0.2","3","0","0","0.00247267","0.0368807",
"0","0.3","3","0","0","0.00247267","0.0368807",
"0","0.4","3","0","0","0.00247267","0.0368807",
"0","0","3","0","1","0.0147281","0.0142265",
"0","0.1","3","0","1","0.0147281","0.0142265",
"0","0.2","3","0","1","0.0147281","0.0142265",
"0","0.3","3","0","1","0.0147281","0.0142265",
"0","0.4","3","0","1","0.0147281","0.0142265",
